/*--------------------------------*- C++ -*----------------------------------*\
| ========= | |
| \ / F ield | OpenFOAM: The Open Source CFD Toolbox |
| \ / O peration | Version: 2.0.0 |
| \ / A nd | Web: www.OpenFOAM.com |
| \/ M anipulation | |
\*---------------------------------------------------------------------------*/
FoamFile
{
version 2.0;
format ascii;
class dictionary;
location "constant";
object scalarListList;
}



1000
(
(1.6928726956498203 4.321806881864085 3.106944947364399)
(0.7672412217096579 5.490528742892084 5.165408225182605)
(2.6620842389852184 3.3617053530351266 3.1892950784955985)
(3.759785986923505 0.3052804861010483 4.024346408199403)
(4.79360763314156 3.1527450202946836 6.127239756766355)
(6.034619609281574 5.948429472035695 1.2579420030828175)
(5.112658141185388 5.153018205453211 4.6876374643987155)
(5.299208438240948 0.728591160164778 3.5582256659665576)
(3.6690658424642164 3.957346301510995 3.2513651773336503)
(5.664519019947548 3.708225904821202 2.090473328773864)
(2.3809237912760732 4.904827810244317 4.9859279393850615)
(5.527718802112113 4.2027366922612694 0.7321411658176712)
(4.102376532451588 4.2958268404944615 1.564272490871772)
(1.8368829249662024 0.576480917950245 4.08497650474445)
(4.089456511878242 4.082676501082012 1.0825017237184256)
(5.552348841332045 1.501372390712058 1.9931231737572)
(2.5110439984745154 0.8621813728887241 4.459987101896984)
(5.621138950870785 0.4615007348601985 3.3609853518886244)
(6.00564956315078 6.277879996640112 2.885934595435966)
(4.0436564389479575 0.3009804792538818 2.165723448599277)
(0.008770013949111224 3.5300056210300372 0.2847804534575803)
(2.8739645763753656 1.4209922627178158 0.5203508285708371)
(1.0834417252152482 0.7332411675692719 5.3624585389579895)
(5.510038773959112 2.7859444362154604 2.604044146564395)
(5.832909288085772 1.0520016751513146 0.7396311777444797)
(6.132059764441551 4.048396446495764 1.869272976542882)
(0.7857912512480156 1.0023815961381983 1.2970420653442616)
(3.8540261369879163 3.3455753273502906 5.078578086917613)
(1.373632187303443 5.1036181267904155 4.315526871864038)
(5.917009422003609 5.461248696267658 4.138086589314917)
(0.3185905072954171 0.8251113138597796 3.2086151092600765)
(3.340405319117767 3.528225618195629 3.675035851970631)
(5.862109334582809 2.8401545225375284 2.200963504714195)
(3.5415056393422266 1.6380926084201042 4.445707079158022)
(5.084308096041861 2.9600947135257023 3.086544914880167)
(0.12567020009649732 0.06423010226163502 4.60359733057642)
(2.986024754815708 5.5292988046280485 5.1163881471249075)
(4.8961077963589 1.2003919114422523 1.5312124382282084)
(3.4563755037842543 1.057731684275562 1.3439421400261469)
(1.4322622806637615 2.228123547962809 0.8832914065035343)
(6.098599711161041 0.10930017402949378 5.135368177347981)
(3.6793058587700265 4.976587924512379 3.629605779629521)
(1.2281119555825906 4.343956917134955 1.1181617805021364)
(3.333945308831094 1.8370529252369043 2.2865736410365023)
(3.8541261371471527 3.305875264133428 0.9047214406279012)
(0.2677704263714636 2.3252137025654585 3.9810063391863344)
(5.723079113196401 3.70783590420018 3.042694845054993)
(3.2720552102796674 2.6776642637942545 2.980824746535414)
(3.774636010570115 4.658207417535435 4.107536540668188)
(3.576285694724657 0.9182514621725901 3.9066062207144308)
(3.8500661306821535 3.0441548473798448 2.6979342960714785)
(5.201648282889887 4.150716609426478 2.6408042050997063)
(3.119204966886785 1.6702326595986927 5.09569811417889)
(1.5362524462537244 2.618714169924379 1.4318722800427395)
(4.303906853360765 2.052183267802235 4.875627763747279)
(3.7072459032606853 3.3828853867614024 1.9880931657476075)
(4.141486594728956 6.185159848996094 4.340736912007542)
(3.878146175395743 4.955697891247889 5.705299084884164)
(4.551037246881753 1.8898530093137391 2.0243532234867367)
(2.660674236739985 5.7354291328621 2.0607732814806443)
(5.29399842994473 2.711874318269037 0.5352108522333706)
(5.483878732302862 0.24757039420570487 0.2695604292217957)
(2.2848536382976357 5.869059345649741 4.340036910892887)
(6.1865698512413285 5.935029450698013 4.550717246372196)
(1.1143117743715338 6.011109571845089 5.028178006662452)
(1.9548231127696474 5.005097969910684 2.932634669799379)
(1.8720929810333493 3.9844563446799914 1.7880628472269775)
(5.88774937541103 1.1762118729388837 4.893977792967164)
(3.7153059160951414 4.269016797803174 6.069109664202218)
(4.520007197470689 0.2206403513233344 5.524358796761769)
